2
#n sensorId localPort
1	6033	mysqld
1	6033	mysqld
1	6033	mysqld
1 	80 	httpd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	445 	smbd
1 	445 	smbd
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	445 	smbd
1 	445 	smbd
1 	80 	httpd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	80 	httpd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	445 	smbd
1 	445 	smbd
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	5060 	SipSession
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	3306 	mysqld
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	445 	smbd
1 	80 	httpd
1 	80 	httpd
1 	80 	httpd
1 	5060 	SipSession
1 	5060 	SipSession
1 	5060 	SipSession
1 	5060 	SipSession
1 	5060 	SipSession
1 	80 	httpd
1 	80 	httpd
1 	80 	httpd
1 	80 	httpd
1 	80 	httpd
1 	80 	httpd
1 	80 	httpd
1 	80 	httpd
1 	5060 	SipSession
1 	80 	httpd
1 	80 	httpd
1 	80 	httpd
1 	80 	httpd
1 	1433 	mssqld
1 	80 	httpd
1 	80 	httpd
1 	80 	httpd
1 	5060 	SipSession
1 	80 	httpd
1 	5060 	SipSession
1 	5060 	SipSession
1 	80 	httpd
1 	80 	httpd
1 	80 	httpd
1 	80 	httpd
1 	5060 	SipSession
